,SUBST,PRON,VERB,ADJ,ART,PREP,UNC,ADV,CONJ,INTERJ
wankers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nicknamed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dares,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thriftiness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consonants,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imperialized,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cuppery,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straight-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pinball,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mosley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knits,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prim,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
skinheads,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mutated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
millwall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
busfare,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
molest,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jibe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wronged,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eroticism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
back-to-back,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
straws,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chirpy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cockneys,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
winkles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repertoires,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allotment,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0–85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
unremitting,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sackable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mows,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoovers,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allotments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doormats,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prayed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59°f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
heatwave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buddha,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nicked,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nh8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wole,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soyinka,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landladies,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greenham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
late-twentieth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
livid,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
eurobar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trifles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
domesticated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
microwaved,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
angelou,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
popstars,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eleven-and-a-half,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
blackberries,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rancour,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leavin',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sittin',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
havin',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y'all,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keepin',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheerio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
zameenzad,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bile,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hell-pit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claustrophobic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
strangulating,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
asphyxiated,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambushed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dagging,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
driest,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
coldest,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cunts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sampling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masturbate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
free-trading,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
deceitfulness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
come-on,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleazy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
third-rate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
criss-crossing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
east-west,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
riche,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pucca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saab,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gullibility,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impressionability,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disorientation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shakti,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi-billion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
clothe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toothiest,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
roguish,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
untrustworthy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uncomprehendingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
farther,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pinstripes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasha,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gloster,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
predictability,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mispronouncing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capitals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hastened,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lei-cee-ter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blotchy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
eliciting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lei-cester,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unquestioning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
franklin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quasi-human,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pampered,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re-learning,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re-discovering,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
connery,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuddles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unrewarding,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
indian-looking,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pouchy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fair-isle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkly,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mapped,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lester,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
margo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glantz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wilkie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pre-raphaelites,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shamefully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
byronic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
befits,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
passable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
evince,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idyll,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intrigues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tidying,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cookham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regatta-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chattiness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sea-bound,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
smoothe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frittered,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shetland,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boulogne-sur-mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferries,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capsize,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zeebrugge,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sentimental,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
timewarp,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continentals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boaters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paradisical,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
semi-darkness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plethora,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sprigged,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mums,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liberty-print,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tea-producing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
subcontinent,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gibberish,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tropics,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dozing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
somnambulism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loudspeakers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shamble,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
punished,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrong-doers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sliver,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crusoe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negritude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patisserie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrace,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delicacies,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hors,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d'oeuvre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
guffaw,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hopkinson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naomi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mitchison,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kipling,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air-raids,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sirens,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nesbit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inventer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wouldbegoods,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
englishing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-racial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crimea,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mutiny,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agincourt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dressing-up,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bakgatia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
botswana,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greenbelt-eaters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sloanes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unpleasantness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anti-feminism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dyed-in-the-wool,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conservatives,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adcock,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
english-speaker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrase-book,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
eastenders,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coronation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goldfish,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moowk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chippies,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whaddarya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daitch,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loew,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thirty-fourth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
multiplex,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cineplex,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abbreviation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accordion-folded,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dedham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steamboats,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shoal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
voyeuristically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
choppy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
algonquin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
telegraphs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awnings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stockbrokers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chateaugay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
champlain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saddleback,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expatriates,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exiles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercurial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
reinbeck,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reincliff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nairobi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceylon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three-eyed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
many-armed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
devi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrowheads,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lodgers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leniency,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etymology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monosyllabic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
justifiably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
papyrus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solicitations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colonialist,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mayhew,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feasting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lodging-house,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horrid,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
carryings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squeedged,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prams,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grocers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viaduct,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buskers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gassed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheapside,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
threadneedle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bishopsgate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spitalfields,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cleopatra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snotta,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stairwell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reardon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pseudonym,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mantel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasty,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
petulant,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
contradict,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seducer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scandals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seductiveness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infamy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scheming,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
out-and-out,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cheapskate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoodwink,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sea-sprayed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ephemerally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
steerage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evasion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coenties,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smokestacks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shipchandlers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spitalflelds,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mingy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
astor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triangular,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pinkerton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intersected,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tandem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-german-speaking,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
disrupt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
podium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fingered,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stoolie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refraining,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bludgeoned,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$712.10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proverbially,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
calendars,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pleadings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
class-consciousness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ruins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appendages,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buddekes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
workplaces,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corporations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
